epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,avg_accuracy,avg_loss
1,0.2617,1.9247373052597045,0.2993,1.913972074317932,0.284,1.9526008247375488,0.2759,2.00156381816864,0.2488,1.993030112838745,0.2711,1.895554903793335,0.2891,1.9239286411285401,0.2321,1.9859195650100707,0.27025,1.9489134056568145
2,0.365,1.6262888187408446,0.3615,1.6629306392669678,0.2838,1.973746646118164,0.2895,2.020690669631958,0.3568,1.60406598072052,0.319,1.8063240364074706,0.34,1.7145978687286376,0.3196,1.9265787927627565,0.32939999999999997,1.7919029315471648
3,0.3278,1.7648316864013671,0.3812,1.5583773836135864,0.3813,1.5339572998046875,0.3642,1.6704450881958008,0.3726,1.769242103767395,0.4169,1.6022992107391358,0.392,1.5339808139801026,0.4287,1.5285108392715454,0.38308749999999997,1.6202055532217026
4,0.4263,1.5161901542663574,0.4606,1.4336463537216186,0.4427,1.5140833013534545,0.401,1.733630379486084,0.4284,1.654482050895691,0.4515,1.4560615957260132,0.4491,1.509852459335327,0.4654,1.4650986209869385,0.440625,1.5353806144714357
5,0.4711,1.4359480129241944,0.4069,1.773570362472534,0.4685,1.533166674041748,0.5001,1.3199962490081787,0.4168,1.818525230026245,0.4689,1.5158154687881469,0.435,1.6559500089645385,0.3342,2.253211483001709,0.4376875,1.6632729361534118
6,0.5486,1.2459763565063477,0.5103,1.3585538610458374,0.4814,1.4190357669830322,0.4866,1.426947640800476,0.5015,1.4155211820602418,0.445,1.5542840518951415,0.524,1.3468090553283691,0.3981,2.0942701648712156,0.48693749999999997,1.4826747599363328
7,0.4377,1.8460051778793336,0.5007,1.4779777057647705,0.5457,1.311198847579956,0.4727,1.4894839049339295,0.5465,1.3818859142303468,0.5575,1.2379856063842773,0.5395,1.3135206133842467,0.5557,1.266403109550476,0.5195000000000001,1.415557609963417
8,0.4639,1.8529544761657715,0.5103,1.6223913078308105,0.5514,1.2437244171142579,0.4492,1.7553672443389892,0.5712,1.301522894668579,0.5466,1.357280139541626,0.5673,1.2878172231674194,0.5744,1.216547483730316,0.5292875,1.4547006483197213
9,0.6006,1.1404240827560426,0.5797,1.2170415391921998,0.5031,1.6159098293304444,0.5249,1.4227262088775634,0.595,1.172607003879547,0.4755,1.7364640611648559,0.5982,1.1593941444396973,0.5182,1.5643814025878906,0.5494,1.3786185340285302
10,0.5828,1.2520489515304565,0.5346,1.4221443675994874,0.5579,1.2713700895309448,0.6276,1.0615220361709594,0.6175,1.1373323535919189,0.6373,1.0294073672294617,0.5656,1.3653803457260132,0.6135,1.2331302095413208,0.5921000000000001,1.2215419651150703
11,0.5607,1.4481943927764893,0.4932,1.7922429765701293,0.5639,1.3281729167938232,0.6111,1.2082927930831908,0.5438,1.471182783317566,0.5344,1.6379279724121094,0.6043,1.1849135515213012,0.6096,1.175049602985382,0.5651249999999999,1.405747123682499
12,0.6046,1.2355614976882934,0.5962,1.2035870069503785,0.592,1.2738270755767822,0.5573,1.4721968250274657,0.5927,1.2526917987823487,0.6429,1.0216919374465943,0.5988,1.2374280492782592,0.55,1.4221787008285522,0.5918125000000001,1.2648953614473344
13,0.6451,1.0325822907447815,0.6274,1.1223790603637696,0.5779,1.3734527255058289,0.5874,1.377268431663513,0.6064,1.166789483833313,0.6569,0.9901232376098633,0.5631,1.4108062383651734,0.6011,1.2579263594627381,0.6081625,1.2164159784436226
14,0.6198,1.1970160097122193,0.6054,1.1950748023986817,0.5371,1.558971704673767,0.6558,1.0809014538764954,0.562,1.577420795059204,0.5606,1.3959551836013795,0.6293,1.1578674754142761,0.6125,1.2360201080322266,0.5978125,1.2999034415960313
15,0.489,1.904272254562378,0.5846,1.2521910108566283,0.619,1.2023054487228393,0.6354,1.2390569350242615,0.6648,1.0451662685394287,0.6361,1.159396232032776,0.6519,1.1115070722579956,0.6158,1.3171503354072571,0.6120749999999999,1.2788806946754456
16,0.538,1.7334128215789795,0.6298,1.1529477499008178,0.542,1.5745607669830322,0.5958,1.3708785345077514,0.6157,1.2836105791091919,0.653,1.0301308696746827,0.6629,1.009853060722351,0.6022,1.3380469869613647,0.6049249999999999,1.3116801711797714
17,0.6237,1.31118895778656,0.6266,1.1689373816490174,0.572,1.5456859390258788,0.5891,1.4362706357955932,0.6578,1.1150526821136475,0.5505,1.7360938997268678,0.6394,1.143392234802246,0.637,1.2079966821670531,0.6120125000000001,1.333077301633358
18,0.5902,1.3965910432815551,0.5554,1.7122617834091187,0.6473,1.081563850593567,0.6395,1.2086363924980164,0.6597,1.0383269580841064,0.6594,1.0726016464233399,0.6244,1.2820161142349242,0.6428,1.1270136081695556,0.6273374999999999,1.2398764245867728
19,0.6172,1.3192810331344604,0.6303,1.1241167148590088,0.6257,1.2772797255516053,0.5951,1.4724891372680664,0.6522,1.1491238107681274,0.6349,1.2309363825798034,0.6793,1.0374642184257508,0.674,1.0524929755210877,0.6385875000000001,1.2078979997634887
20,0.66,1.1432498517990113,0.6579,1.0694002961158753,0.6396,1.251848360824585,0.6325,1.2733014959335327,0.6496,1.1081157167434692,0.653,1.1736228713035584,0.6354,1.2644569847106935,0.6344,1.3257877429962157,0.6453,1.2012229150533678
21,0.7036,0.915052188873291,0.6654,1.0633100214004516,0.6643,1.0518672088623047,0.628,1.2408446177482606,0.6298,1.2970673192977906,0.6521,1.1971915384292602,0.6167,1.2610444129943847,0.7074,0.9669298934936523,0.6584125,1.1241634001374243
22,0.6889,0.9890829683303833,0.6582,1.1696595238685608,0.5784,1.6760060031890869,0.6378,1.3038361963272094,0.5879,1.6864198165893554,0.677,1.0417722055435181,0.665,1.1223744762420653,0.6875,1.0414818000793458,0.6475875,1.2538291237711907
23,0.6579,1.2650909527778627,0.6188,1.408895848083496,0.6951,0.9845856510162353,0.6181,1.5129086406707764,0.6681,1.1253301210403441,0.7213,0.8705693742752075,0.6284,1.4593634397506714,0.7016,0.979439163684845,0.6636625,1.20077289891243
24,0.6176,1.4148302927017211,0.6784,1.0929663563728333,0.678,1.0560618231773375,0.6585,1.201394471359253,0.66,1.2737896865844727,0.701,0.9899147799491882,0.6704,1.0927762046813965,0.7011,1.0470231924057007,0.670625,1.1460946009039878
25,0.6782,1.0568566351890565,0.6719,1.182452440071106,0.6627,1.1552290483474732,0.6591,1.2743340717315674,0.6723,1.1546456300735473,0.6917,1.0565075801849366,0.6269,1.3656882919311524,0.6782,1.1193410641670227,0.6676249999999999,1.1706318452119828
26,0.693,1.0543376203536987,0.7098,0.9141072894096375,0.6893,1.0466450443267823,0.6835,1.080725341796875,0.6266,1.5563788297653198,0.6564,1.196087901687622,0.6759,1.1331814222335816,0.6657,1.1504214570999145,0.675025,1.1414856133341789
27,0.5992,1.6735732421875,0.6315,1.3777283273696899,0.6812,1.1665552751541137,0.6596,1.2301681476593018,0.6771,1.166180299949646,0.7294,0.8811739447593689,0.6871,1.0679718591690064,0.6859,1.1309233841896058,0.668875,1.2117843100547792
28,0.6886,1.0231052774429321,0.6129,1.5563029989242554,0.6127,1.5149585367202758,0.6751,1.2267473613739013,0.7116,0.9916382211685181,0.7237,0.9103505185127259,0.6286,1.5841761415481568,0.6998,1.0616423213958741,0.669125,1.23361517213583
29,0.7048,1.0788332594871521,0.6509,1.4291738220214845,0.6808,1.1645189969062806,0.6552,1.3120258298873901,0.6803,1.1599812664031983,0.6881,1.1291053979873658,0.6835,1.1662566740036011,0.7128,0.9788219372749328,0.68205,1.1773396479964258
30,0.7085,1.066950135231018,0.7074,1.0996077345848083,0.6602,1.3600090545654298,0.7057,1.112214040184021,0.6796,1.2614757369995118,0.7091,1.1438874015808105,0.6428,1.5142965225219727,0.6805,1.254869558238983,0.686725,1.2266637729883194
31,0.7121,1.1031644262313842,0.7043,1.113727774810791,0.6702,1.302875856781006,0.6952,1.2135045547485352,0.7056,1.1212236011505128,0.6712,1.40978597240448,0.6899,1.190532473373413,0.658,1.465430784225464,0.6883125000000001,1.2400306804656984
32,0.6999,1.1056498084068298,0.723,1.055421213912964,0.6754,1.1864244451522827,0.6679,1.3545444927215575,0.724,1.0526184545516968,0.6169,1.637937455368042,0.6933,1.2331988065719603,0.6848,1.2605776613473891,0.68565,1.2357965422540902
33,0.7109,1.0603163437843324,0.6865,1.2149243180274962,0.6714,1.333586776161194,0.6695,1.3596151121139526,0.6872,1.4160357149124145,0.7195,1.05474144821167,0.6949,1.201948945426941,0.6935,1.2341972199440003,0.6916749999999999,1.23442073482275
34,0.6512,1.4908564093589782,0.6882,1.2967689550399781,0.6939,1.1891242834091187,0.6823,1.3061034715652466,0.694,1.24901918926239,0.6949,1.1628154258728027,0.6402,1.5749140169143676,0.6946,1.1545397543907165,0.6799124999999999,1.3030176882266997
35,0.7244,1.1033956768989563,0.6718,1.3966813451766968,0.7068,1.192908937072754,0.6053,1.9011220418930053,0.7078,1.2727068202972411,0.6772,1.3879623409748076,0.692,1.2590131271362304,0.7044,1.1830892942428588,0.6862124999999999,1.3371099479615687
36,0.6775,1.3172196626663208,0.733,1.0601121928215027,0.6744,1.3273785975456238,0.699,1.2067435976982117,0.7436,0.9439829755783081,0.698,1.259649890422821,0.71,1.1609442692756653,0.6347,1.6474842130661012,0.696275,1.2404394248843194
37,0.6991,1.211283684539795,0.7082,1.1581596544265746,0.6881,1.2947428909301757,0.7248,1.0361782789230347,0.6983,1.2982943189620972,0.7272,1.1549696765899657,0.7081,1.16184545545578,0.694,1.2864510032653809,0.705975,1.2002406203866005
38,0.7171,1.1762083749771117,0.6963,1.2757223176002503,0.6928,1.2688725553512574,0.6853,1.520557925415039,0.6986,1.3337433931350708,0.7278,1.1011983703613282,0.6706,1.4892320510864259,0.7048,1.3267009558677674,0.6991625,1.3115294929742813
39,0.723,1.132598680973053,0.7157,1.157491937828064,0.711,1.1885606505393982,0.6698,1.5429400177001953,0.737,1.0829705585479736,0.7352,1.057194578552246,0.7126,1.2383851949691773,0.7316,1.083994389629364,0.7169874999999999,1.1855170010924339
40,0.7052,1.1949429592132568,0.7167,1.21279393157959,0.682,1.4074284608840943,0.7049,1.3206105120182037,0.65,1.735923710155487,0.7053,1.3707043990135193,0.7468,1.0203716557502747,0.7017,1.3839084370613097,0.7015750000000001,1.330835508209467
41,0.7263,1.1699428520679473,0.6577,1.664457745552063,0.6946,1.272751293373108,0.6327,1.7196077411651611,0.7212,1.2713589029312133,0.739,1.1144354454040528,0.7297,1.1449693788528443,0.7117,1.268613815021515,0.7016125,1.3282671467959881
42,0.7282,1.1635544866561889,0.6985,1.3586125761032104,0.6964,1.371257991218567,0.7051,1.2546528520584106,0.71,1.3225602960586549,0.6951,1.4784825197219849,0.7441,1.140781141281128,0.6935,1.4458178528785706,0.7088625,1.3169649644970893
43,0.7501,1.0421691750526427,0.6918,1.3794109163284303,0.646,1.6949173473358154,0.6983,1.48566494140625,0.6968,1.3927550018310546,0.7349,1.1609829090118409,0.6872,1.3983555940628052,0.7226,1.2040172780990601,0.7034625,1.3447841453909875
44,0.7245,1.0910083520889282,0.7135,1.2923886510848999,0.7073,1.33054174118042,0.7364,1.1131017366409302,0.7164,1.216236462020874,0.7211,1.332532682132721,0.668,1.6641999355316162,0.7066,1.3338713947296144,0.711725,1.2967351194262504
45,0.7179,1.2245073455810547,0.68,1.7338215312957763,0.7214,1.1978930925369262,0.7223,1.2319074540138244,0.7387,1.2279996448516846,0.7159,1.3659732229232788,0.6951,1.489349772453308,0.6854,1.525531471824646,0.7095875,1.3746229419350624
46,0.6729,1.6712752731323242,0.7078,1.3655538125038147,0.6699,1.5184399112701417,0.7251,1.372695705986023,0.72,1.3948968484878541,0.736,1.2355783599853516,0.7285,1.297464401245117,0.7247,1.2473673369407654,0.7106125000000001,1.387908956193924
47,0.7055,1.4649654253005981,0.7117,1.318068162536621,0.7198,1.2944960426330567,0.6938,1.4713050194740296,0.7407,1.1686850037574767,0.6891,1.5927241884231567,0.7464,1.2264594093322754,0.7035,1.3956709712982178,0.7138125,1.3665467778444291
48,0.7424,1.2305839210510254,0.7209,1.3298685286521912,0.6805,1.4591247018814086,0.6533,1.851387956047058,0.7245,1.3758182415008544,0.7414,1.2506543682098388,0.7191,1.3770672067642211,0.6916,1.5991244848251343,0.7092125,1.4342036761164665
49,0.7379,1.2996714534759521,0.7159,1.4642126838684082,0.7224,1.2902215377807618,0.7388,1.138945033454895,0.74,1.230966284751892,0.7353,1.3191749312400818,0.7154,1.4084618305206298,0.7013,1.5842398788452148,0.725875,1.3419867042422293
50,0.7074,1.544817346382141,0.7173,1.3409231243133546,0.7184,1.3180722242355347,0.694,1.6996310285568237,0.7134,1.3791149416923523,0.7298,1.2961922452926635,0.7197,1.4045814197540283,0.7519,1.1808339099407197,0.7189875,1.3955207800209521
51,0.7116,1.4110399450302125,0.738,1.217686318588257,0.7081,1.4213258325576783,0.7317,1.2042512907028198,0.7199,1.4030592950820924,0.6377,2.24959202003479,0.7147,1.4674087368011475,0.7098,1.7373264329910278,0.7089375,1.5139612339735034
52,0.7527,1.0607469703674317,0.7473,1.2064861331939698,0.7106,1.4643932188034057,0.6732,1.6847451084136962,0.7112,1.49951590423584,0.7266,1.415154784488678,0.7174,1.4460991338729858,0.7178,1.4559655550003052,0.7196,1.404138351047039
53,0.7087,1.6511569480895996,0.6867,1.6357163152694703,0.7166,1.3928662408828736,0.689,1.7181383227348328,0.7249,1.30147633228302,0.7413,1.314461222743988,0.74,1.2949964277267456,0.718,1.4514624056339265,0.71565,1.470034276920557
54,0.7435,1.2661054639816285,0.7436,1.3107124613761902,0.7257,1.3687147203445436,0.7011,1.6821347511291505,0.7277,1.4062630103111267,0.7614,1.1408232381820678,0.7304,1.4374755002975463,0.7172,1.5067181308269502,0.731325,1.3898684095561507
55,0.6965,1.6355838899612427,0.7257,1.3874470392227174,0.6844,1.8223619369506836,0.7216,1.5001384967803955,0.7395,1.2843804328918458,0.7372,1.2922528149604797,0.7057,1.5818063344955444,0.7239,1.378847757434845,0.7168125000000001,1.4853523378372193
56,0.7408,1.2376811416625977,0.714,1.3482378250122071,0.7191,1.4474666831970215,0.7418,1.272250712108612,0.6941,1.698083420753479,0.7272,1.457123743057251,0.6946,1.729109112739563,0.7376,1.3545365979194641,0.72115,1.4430611545562746
57,0.7315,1.2993076281547546,0.7493,1.3410855499267578,0.717,1.3799907894134522,0.7264,1.4876471829891205,0.7374,1.333224200630188,0.7554,1.163834122467041,0.7337,1.3435500381469727,0.6761,1.7933959594726563,0.72835,1.392754433900118
58,0.7297,1.3452093354225159,0.661,2.094984959411621,0.7082,1.4978338792800903,0.6724,1.8804285606384277,0.7258,1.5062466075897216,0.744,1.3824426736831665,0.7281,1.4062567890167237,0.7301,1.3886844835281371,0.7124125,1.5627609110713006
59,0.7175,1.4155769012451171,0.755,1.2198899013519287,0.7114,1.5275067260742188,0.6924,1.7463719665527344,0.7414,1.3963798795700073,0.759,1.1990421317100526,0.7469,1.3362281585693359,0.7228,1.5968208488464355,0.7308,1.4297270642399789
60,0.7246,1.5704790042877197,0.7359,1.3851707792282104,0.7319,1.3869178894042968,0.7008,1.6949868746757508,0.7528,1.2333752861022949,0.7486,1.340153772544861,0.7348,1.4765372928619385,0.7463,1.235250767850876,0.7344625,1.4153589583694934
61,0.7121,1.6600458955287933,0.7387,1.441333440208435,0.7217,1.520927396583557,0.7012,1.7180457345962525,0.7228,1.537335004425049,0.7513,1.2991023458480835,0.7393,1.3847619493484498,0.7348,1.2841432806015014,0.7277375,1.4807118808925153
62,0.7008,1.6361991767883302,0.7244,1.529634602355957,0.6901,1.7964414110183715,0.7306,1.4391204568862914,0.7675,1.2144815618515015,0.7183,1.5646819452285767,0.7013,1.8296015369415284,0.7106,1.67022519865036,0.7179500000000001,1.5850482362151146
63,0.7431,1.3202624547958375,0.7224,1.605772128868103,0.7039,1.6891498413085937,0.7646,1.1427160801887513,0.7547,1.3332638904571532,0.7152,1.6847470178604127,0.7493,1.3469129273414613,0.7438,1.384147904109955,0.737125,1.4383715306162834
64,0.7359,1.375301160812378,0.7406,1.4132728511810302,0.7203,1.4990051208496094,0.7656,1.233602561211586,0.7267,1.6735340251922608,0.731,1.5081197341918946,0.7662,1.285028007888794,0.7429,1.3170448565959931,0.74115,1.413113539740443
65,0.7618,1.2656022336959838,0.7123,1.5846302284240723,0.6959,1.7029184669494628,0.752,1.413664139842987,0.7159,1.6925092597961426,0.7397,1.437447430896759,0.7482,1.3832779777526856,0.7396,1.3880362860202788,0.7331749999999999,1.4835107529222966
66,0.7589,1.3068586862564087,0.6945,1.8957521242141724,0.7179,1.5608313331604005,0.6688,2.2399848476409914,0.7212,1.5806133419036865,0.7172,1.5920392114639281,0.7246,1.5549521202087402,0.7088,1.6716268189430237,0.7139875,1.675332310473919
67,0.7497,1.3245971473693847,0.7448,1.3678540031433106,0.7517,1.3639570402145387,0.7376,1.5238667364120484,0.7504,1.3950638067245484,0.7559,1.332614570903778,0.6963,2.049168830490112,0.7151,1.6219132924079895,0.7376875,1.4973794284582138
68,0.7454,1.4185068992614747,0.7528,1.4825163352966308,0.7504,1.2591735318183899,0.7026,1.6909653230667114,0.7441,1.401522827243805,0.7545,1.265927178621292,0.7591,1.2604199375152587,0.7319,1.5844867465496064,0.7426,1.4204398474216462
69,0.751,1.3626883125305176,0.7622,1.2818404567718507,0.7425,1.338776891899109,0.7211,1.7047264770507813,0.7027,1.8688869951248168,0.7335,1.5523812335968017,0.7184,1.6783803268432618,0.7372,1.5036706542015075,0.733575,1.536418918502331
